spec,target_reached,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ibias_ma,output_pm_deg,output_ugbw_mhz,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass
392,Yes,(266.0)305.90,(4.5)5.22,(75.0)75.0,(4.0)4.59,328.07775,50.31953555682881,3.7008354360201716,80.516,5.485918032664247,0.3898866666666667,Yes,Yes,Yes,Yes,Yes
393,Yes,(252.0)289.80,(22.6)26.00,(75.0)75.0,(5.5)6.37,306.58521599999995,49.7310241738098,5.217819311559358,80.19200000000001,32.57395292954426,0.561016666666667,Yes,Yes,Yes,Yes,Yes
394,Yes,(371.0)426.65,(1.1)1.23,(75.0)75.0,(5.0)5.70,521.938011,54.35237852444115,4.739824281812538,79.868,1.5166569555036677,0.6921466666666667,Yes,Yes,Yes,Yes,Yes
395,Yes,(383.0)440.45,(21.6)24.84,(75.0)75.0,(0.6)0.74,532.398342,54.524733886414424,0.6200950888929074,79.544,30.232228220027253,0.6432766666666666,Yes,Yes,Yes,Yes,Yes
396,Yes,(280.0)322.00,(4.5)5.14,(75.0)75.0,(0.1)0.16,384.52596,51.69851330169145,0.13549813528055604,79.22,6.167745462079474,0.5944066666666666,Yes,Yes,Yes,Yes,Yes
397,Yes,(261.0)300.15,(4.1)4.74,(75.0)75.0,(1.0)1.11,354.05693999999994,50.98146223143306,0.9650559980102112,78.896,5.596932365839154,0.5455366666666668,Yes,Yes,Yes,Yes,Yes
398,Yes,(267.0)307.05,(7.0)8.07,(75.0)75.0,(8.3)9.50,357.7193909999999,51.07084965430977,8.350914804784205,78.572,9.387344318968143,0.4966666666666667,Yes,Yes,Yes,Yes,Yes
399,Yes,(301.0)346.15,(5.2)5.97,(75.0)75.0,(6.3)7.23,398.224806,52.002566187327304,6.448110091940714,78.248,6.8353842991016505,0.44779666666666684,Yes,Yes,Yes,Yes,Yes
400,Yes,(233.0)267.95,(16.9)19.40,(75.0)75.0,(4.9)5.58,304.35368700000004,49.6675713449812,5.046402371934506,77.924,21.87544795254146,0.39892666666666715,Yes,Yes,Yes,Yes,Yes
401,Yes,(371.0)426.65,(1.6)1.86,(75.0)75.0,(1.1)1.22,478.394112,53.59571651569213,1.1167224184980158,77.6,2.0664123607780187,0.3500566666666668,Yes,Yes,Yes,Yes,Yes
402,Yes,(365.0)419.75,(1.4)1.56,(75.0)75.0,(2.1)2.47,464.53732499999995,53.340412295131046,1.9228093708065832,77.276,1.704052809279356,0.4511866666666666,Yes,Yes,Yes,Yes,Yes
403,Yes,(276.0)317.40,(20.0)22.95,(75.0)75.0,(6.4)7.38,346.63888799999995,50.797545656676924,5.8326777164789405,80.952,24.661781913340082,0.45565,Yes,Yes,Yes,Yes,Yes
404,Yes,(317.0)364.55,(6.7)7.72,(75.0)75.0,(9.8)11.24,392.81720699999994,51.88381006811676,9.018014619646793,80.628,8.153689565867058,0.40678000000000003,Yes,Yes,Yes,Yes,Yes
405,Yes,(280.0)322.00,(8.8)10.09,(75.0)75.0,(4.8)5.51,342.27312000000006,50.687455873843916,4.485402547712287,80.304,12.696171328524109,0.5779100000000001,Yes,Yes,Yes,Yes,Yes
406,Yes,(392.0)450.80,(5.2)5.96,(75.0)75.0,(1.2)1.43,553.753704,54.866332883814614,1.1822381223251475,79.98,7.395122824277467,0.7090400000000002,Yes,Yes,Yes,Yes,Yes
407,Yes,(218.0)250.70,(2.3)2.60,(75.0)75.0,(7.9)9.05,304.29965999999996,49.666029342253296,7.592280176116114,79.656,3.175531837905457,0.6601700000000001,Yes,Yes,Yes,Yes,Yes
408,Yes,(202.0)232.30,(18.8)21.62,(75.0)75.0,(4.8)5.48,278.578806,48.89896145300277,4.660673909903247,79.332,26.060727992060123,0.6113,Yes,Yes,Yes,Yes,Yes
409,Yes,(317.0)364.55,(13.6)15.67,(75.0)75.0,(9.0)10.30,431.8605119999999,52.706869906163085,8.893189945239309,79.008,18.608078134245094,0.5624299999999998,Yes,Yes,Yes,Yes,Yes
410,Yes,(359.0)412.85,(18.9)21.73,(75.0)75.0,(2.7)3.13,483.059271,53.6800084323788,2.7415053010544588,78.684,25.41756934568869,0.51356,Yes,Yes,Yes,Yes,Yes
411,Yes,(344.0)395.60,(12.4)14.29,(75.0)75.0,(6.5)7.42,457.107888,53.200374313571146,6.587229646694761,78.36,16.465134505414934,0.46469000000000027,Yes,Yes,Yes,Yes,Yes
412,Yes,(225.0)258.75,(19.7)22.62,(75.0)75.0,(3.9)4.53,295.207875,49.40255877192438,4.0724858060596105,78.036,25.655693434083044,0.41581999999999986,Yes,Yes,Yes,Yes,Yes
413,Yes,(218.0)250.70,(13.3)15.32,(75.0)75.0,(3.8)4.34,282.368424,49.01632259764635,3.9561458647156327,77.712,17.09531965597388,0.3669500000000002,Yes,Yes,Yes,Yes,Yes
414,Yes,(337.0)387.55,(3.6)4.16,(75.0)75.0,(3.9)4.46,430.8548369999999,52.686619458483975,3.4498553989478213,77.388,4.56922391863498,0.4680799999999999,Yes,Yes,Yes,Yes,Yes
415,Yes,(254.0)292.10,(13.1)15.06,(75.0)75.0,(1.9)2.24,320.480436,50.11603045578141,1.7601599354145325,77.064,16.269156114881856,0.41921000000000025,Yes,Yes,Yes,Yes,Yes
416,Yes,(329.0)378.35,(23.7)27.24,(75.0)75.0,(0.5)0.62,409.594143,52.247074756183274,0.4972496155104184,80.74,28.953272032752324,0.42367333333333346,Yes,Yes,Yes,Yes,Yes
417,Yes,(267.0)307.05,(2.0)2.35,(75.0)75.0,(4.5)5.12,327.9294,50.31560708821449,4.150162724134772,80.416,2.968656085796575,0.5948033333333331,Yes,Yes,Yes,Yes,Yes
418,Yes,(233.0)267.95,(19.8)22.77,(75.0)75.0,(2.7)3.11,282.263889,49.01310641797408,2.5611154843098998,80.092,28.39326221386661,0.5459333333333334,Yes,Yes,Yes,Yes,Yes
419,Yes,(289.0)332.35,(21.8)25.08,(75.0)75.0,(8.4)9.65,405.081474,52.15084763219554,8.050317430639847,79.768,30.829212785493073,0.6770633333333336,Yes,Yes,Yes,Yes,Yes
420,Yes,(217.0)249.55,(13.5)15.54,(75.0)75.0,(5.7)6.54,300.523083,49.55755671043677,5.537180661204904,79.444,18.828887005776757,0.6281933333333335,Yes,Yes,Yes,Yes,Yes
421,Yes,(262.0)301.30,(12.0)13.79,(75.0)75.0,(1.6)1.84,358.450584,51.088585845802285,1.5767081424835863,79.12,16.462927219188487,0.5793233333333334,Yes,Yes,Yes,Yes,Yes
422,Yes,(294.0)338.10,(24.1)27.76,(75.0)75.0,(7.0)8.04,397.30130999999994,51.98239994066594,7.007408700524053,78.796,32.63793510167689,0.5304533333333334,Yes,Yes,Yes,Yes,Yes
423,Yes,(272.0)312.80,(2.5)2.83,(75.0)75.0,(1.1)1.22,363.0106559999999,51.19838747450046,1.0739960873879728,78.472,3.275785259475339,0.48158333333333314,Yes,Yes,Yes,Yes,Yes
424,Yes,(240.0)276.00,(12.5)14.37,(75.0)75.0,(6.7)7.72,316.27943999999997,50.00141922340689,6.914088316923766,78.148,16.384560827801213,0.43271333333333306,Yes,Yes,Yes,Yes,Yes
425,Yes,(312.0)358.80,(10.6)12.23,(75.0)75.0,(8.1)9.32,405.931968,52.169065085439314,8.454854772585154,77.824,13.73191100570669,0.38384333333333354,Yes,Yes,Yes,Yes,Yes
426,Yes,(339.0)389.85,(17.5)20.09,(75.0)75.0,(4.2)4.83,435.376683,52.777303325723224,4.440530528091297,77.5,22.186513466913798,0.3349733333333335,Yes,Yes,Yes,Yes,Yes
427,Yes,(380.0)437.00,(12.8)14.68,(75.0)75.0,(7.6)8.73,481.66139999999996,53.65483687319747,6.823409520175826,77.176,15.954886777654393,0.4361033333333335,Yes,Yes,Yes,Yes,Yes
428,Yes,(277.0)318.55,(22.8)26.26,(75.0)75.0,(2.4)2.71,346.461351,50.79309589101352,2.1479548090109195,80.852,28.067426523116687,0.440566666666667,Yes,Yes,Yes,Yes,Yes
429,Yes,(356.0)409.40,(2.8)3.18,(75.0)75.0,(0.7)0.81,439.302576,52.855274998122496,0.6524171537793165,80.528,3.3407571210424054,0.391696666666667,Yes,Yes,Yes,Yes,Yes
430,Yes,(367.0)422.05,(2.9)3.38,(75.0)75.0,(3.9)4.52,446.72304299999996,53.00076709911836,3.7005186437060815,80.204,4.2358572710113656,0.5628266666666668,Yes,Yes,Yes,Yes,Yes
431,Yes,(335.0)385.25,(15.6)17.94,(75.0)75.0,(5.3)6.06,471.49976999999996,53.469629704446575,5.036346390521301,79.88,22.162927926059886,0.6939566666666666,Yes,Yes,Yes,Yes,Yes
432,Yes,(202.0)232.30,(2.6)2.96,(75.0)75.0,(9.7)11.11,280.92039,48.97166525345898,9.360166530870037,79.556,3.6076598824053363,0.6450866666666667,Yes,Yes,Yes,Yes,Yes
433,Yes,(370.0)425.50,(7.6)8.74,(75.0)75.0,(6.9)7.94,508.35335999999995,54.123313968095744,6.784380173659031,79.232,10.486956625873606,0.596216666666667,Yes,Yes,Yes,Yes,Yes
434,Yes,(341.0)392.15,(16.2)18.62,(75.0)75.0,(9.4)10.78,462.79190099999994,53.30771500119553,9.341259229349326,78.908,22.012288592216883,0.5473466666666665,Yes,Yes,Yes,Yes,Yes
435,Yes,(276.0)317.40,(14.2)16.28,(75.0)75.0,(5.8)6.64,369.94874400000003,51.362831144044954,5.83280635038716,78.584,18.958249377575598,0.49847666666666673,Yes,Yes,Yes,Yes,Yes
436,Yes,(369.0)424.35,(8.8)10.13,(75.0)75.0,(2.4)2.80,488.418363,53.775839673829246,2.4933854499787214,78.26,11.607030540556954,0.4496066666666666,Yes,Yes,Yes,Yes,Yes
437,Yes,(226.0)259.90,(24.9)28.60,(75.0)75.0,(3.1)3.52,295.35035999999997,49.40675009103821,3.177471529666807,77.936,32.27819192974032,0.4007366666666669,Yes,Yes,Yes,Yes,Yes
438,Yes,(234.0)269.10,(13.7)15.79,(75.0)75.0,(4.0)4.61,301.881762,49.59673752366055,4.220315567427109,77.612,17.542010497019497,0.3518666666666669,Yes,Yes,Yes,Yes,Yes
439,Yes,(267.0)307.05,(11.9)13.67,(75.0)75.0,(8.6)9.84,339.97804199999996,50.62901736754021,7.6498246020004235,77.288,14.94272500436323,0.4529966666666667,Yes,Yes,Yes,Yes,Yes
440,Yes,(229.0)263.35,(15.5)17.86,(75.0)75.0,(0.4)0.51,287.752011,49.18036734894892,0.4031012035470874,80.964,19.200691687208444,0.45746000000000014,Yes,Yes,Yes,Yes,Yes
441,Yes,(227.0)261.05,(3.4)3.89,(75.0)75.0,(5.8)6.62,281.43278399999997,48.987493736955216,5.307576931431296,80.64,4.1099138028960365,0.40859000000000006,Yes,Yes,Yes,Yes,Yes
442,Yes,(390.0)448.50,(17.8)20.52,(75.0)75.0,(5.2)6.00,476.97974999999997,53.56999883237718,4.883758272301739,80.316,25.84259035666495,0.5797200000000002,Yes,Yes,Yes,Yes,Yes
443,Yes,(341.0)392.15,(21.5)24.69,(75.0)75.0,(5.8)6.62,481.920978,53.65951663066604,5.470899806140164,79.992,30.65197171007372,0.7108500000000002,Yes,Yes,Yes,Yes,Yes
444,Yes,(239.0)274.85,(16.6)19.12,(75.0)75.0,(9.8)11.30,333.76134899999994,50.468720841716376,9.476991050324537,79.668,23.39330407969606,0.6619799999999996,Yes,Yes,Yes,Yes,Yes
445,Yes,(269.0)309.35,(19.5)22.37,(75.0)75.0,(1.6)1.79,371.14575599999995,51.39088997640432,1.5256243401251182,79.344,26.981838381747263,0.6131099999999997,Yes,Yes,Yes,Yes,Yes
446,Yes,(272.0)312.80,(18.3)21.05,(75.0)75.0,(9.5)10.92,370.72430399999996,51.38102117012429,9.422638951789425,79.02,25.00504308837465,0.5642400000000003,Yes,Yes,Yes,Yes,Yes
447,Yes,(354.0)407.10,(6.2)7.08,(75.0)75.0,(4.5)5.23,476.55126,53.56219244315122,4.57311862432882,78.696,8.29143363430195,0.5153700000000003,Yes,Yes,Yes,Yes,Yes
448,Yes,(253.0)290.95,(11.8)13.61,(75.0)75.0,(9.5)10.92,336.344019,50.535674185886094,9.686097641053797,78.372,15.689157580253251,0.4665000000000001,Yes,Yes,Yes,Yes,Yes
449,Yes,(383.0)440.45,(6.5)7.46,(75.0)75.0,(1.8)2.02,502.747248,54.02699403960989,1.814638549092555,78.048,8.46080278374923,0.41763000000000006,Yes,Yes,Yes,Yes,Yes
450,Yes,(287.0)330.05,(9.1)10.50,(75.0)75.0,(2.2)2.53,371.92014299999994,51.40899400314887,2.30319179542657,77.724,11.732280121871804,0.36876000000000037,Yes,Yes,Yes,Yes,Yes
451,Yes,(252.0)289.80,(11.9)13.67,(75.0)75.0,(2.0)2.31,322.3387439999999,50.16625018682966,1.7860402727429112,77.4,15.020380116733072,0.4698899999999999,Yes,Yes,Yes,Yes,Yes
452,Yes,(375.0)431.25,(11.0)12.63,(75.0)75.0,(0.5)0.60,473.383125,53.504255445752015,0.4720396451159771,77.076,13.657482324785198,0.42101999999999984,Yes,Yes,Yes,Yes,Yes
453,Yes,(362.0)416.30,(3.3)3.77,(75.0)75.0,(0.9)1.01,450.902856,53.08165972237059,0.803514241991211,80.752,4.013739656388761,0.42548333333333327,Yes,Yes,Yes,Yes,Yes
454,Yes,(267.0)307.05,(11.2)12.93,(75.0)75.0,(6.9)7.89,328.09520699999996,50.31999772026858,6.392041371199232,80.428,16.36254572653877,0.5966133333333333,Yes,Yes,Yes,Yes,Yes
455,Yes,(329.0)378.35,(17.0)19.51,(75.0)75.0,(2.1)2.41,398.765766,52.014357342066795,1.9843062165918814,80.104,24.340415786595226,0.5477433333333332,Yes,Yes,Yes,Yes,Yes
456,Yes,(325.0)373.75,(10.0)11.48,(75.0)75.0,(8.2)9.48,455.743275,53.1744053775029,7.908125501229961,79.78,14.120811915259733,0.6788733333333334,Yes,Yes,Yes,Yes,Yes
457,Yes,(264.0)303.60,(4.7)5.36,(75.0)75.0,(1.6)1.80,365.77727999999996,51.26433452160136,1.5222399342350863,79.456,6.5005059970288395,0.6300033333333334,Yes,Yes,Yes,Yes,Yes
458,Yes,(213.0)244.95,(23.2)26.62,(75.0)75.0,(6.0)6.89,291.544389,49.294093750004095,5.914736665051037,79.132,31.798037865440797,0.5811333333333334,Yes,Yes,Yes,Yes,Yes
459,Yes,(223.0)256.45,(2.6)3.00,(75.0)75.0,(3.3)3.76,301.492878,49.58554114996569,3.2695936748679224,78.808,3.5328875018283443,0.5322633333333335,Yes,Yes,Yes,Yes,Yes
460,Yes,(362.0)416.30,(21.0)24.11,(75.0)75.0,(7.3)8.39,483.3492779999999,53.6852214840938,7.409400218104555,78.484,27.93218766797002,0.48339333333333295,Yes,Yes,Yes,Yes,Yes
461,Yes,(308.0)354.20,(3.2)3.72,(75.0)75.0,(8.1)9.31,406.083216,52.17230079698032,8.328948543155855,78.16,4.247593829698544,0.43452333333333315,Yes,Yes,Yes,Yes,Yes
462,Yes,(270.0)310.50,(3.3)3.82,(75.0)75.0,(1.0)1.11,351.45495000000005,50.91739328866514,1.0030779055832242,77.836,4.284597881623564,0.3856533333333334,Yes,Yes,Yes,Yes,Yes
463,Yes,(211.0)242.65,(18.7)21.54,(75.0)75.0,(5.6)6.45,271.117698,48.66315736694483,5.928433040373821,77.512,23.80728933121167,0.3367833333333335,Yes,Yes,Yes,Yes,Yes
464,Yes,(200.0)230.00,(20.5)23.55,(75.0)75.0,(5.6)6.40,253.63019999999997,48.084019283284846,5.001067029206537,77.188,25.613524614373564,0.4379133333333334,Yes,Yes,Yes,Yes,Yes
465,Yes,(285.0)327.75,(14.4)16.51,(75.0)75.0,(8.6)9.87,356.64444000000003,51.04470915728453,7.830486589712577,80.864,17.654308114625263,0.44237666666666664,Yes,Yes,Yes,Yes,Yes
466,Yes,(397.0)456.55,(15.1)17.34,(75.0)75.0,(5.2)6.03,490.14294899999993,53.80645518865136,4.859700325490673,80.54,18.233770225649195,0.39350666666666645,Yes,Yes,Yes,Yes,Yes
467,Yes,(233.0)267.95,(14.5)16.65,(75.0)75.0,(9.2)10.56,283.75904999999995,49.05899442974231,8.633951140537494,80.216,20.877831435729654,0.5646366666666663,Yes,Yes,Yes,Yes,Yes
468,Yes,(363.0)417.45,(8.9)10.25,(75.0)75.0,(0.2)0.26,511.13412900000003,54.170697605076946,0.21228232102207445,79.892,12.668040939130305,0.6957666666666669,Yes,Yes,Yes,Yes,Yes
469,Yes,(267.0)307.05,(3.9)4.52,(75.0)75.0,(7.0)8.09,371.48137199999996,51.39874081735887,6.812313046393652,79.568,5.511081748549884,0.6468966666666667,Yes,Yes,Yes,Yes,Yes
470,Yes,(241.0)277.15,(9.5)10.91,(75.0)75.0,(5.9)6.80,331.266309,50.40354537568814,5.8131302761706705,79.244,13.096404864829372,0.5980266666666666,Yes,Yes,Yes,Yes,Yes
471,Yes,(389.0)447.35,(17.0)19.51,(75.0)75.0,(7.8)9.01,528.177198,54.45559296594781,7.810605943247441,78.92,23.07771569507149,0.5491566666666668,Yes,Yes,Yes,Yes,Yes
472,Yes,(313.0)359.95,(19.0)21.86,(75.0)75.0,(1.2)1.40,419.73769500000003,52.45955946501979,1.2265493426680911,78.596,25.46089252733692,0.5002866666666668,Yes,Yes,Yes,Yes,Yes
473,Yes,(341.0)392.15,(21.8)25.11,(75.0)75.0,(1.6)1.82,451.568568,53.094474093790545,1.6199872579636168,78.272,28.800918962043934,0.4514166666666668,Yes,Yes,Yes,Yes,Yes
474,Yes,(380.0)437.00,(18.3)21.05,(75.0)75.0,(5.7)6.57,496.84277999999995,53.92437966277657,5.928145121962764,77.948,23.77109942894819,0.4025466666666666,Yes,Yes,Yes,Yes,Yes
475,Yes,(309.0)355.35,(24.2)27.88,(75.0)75.0,(5.9)6.75,398.830626,52.01577000342991,6.175469889135122,77.624,30.982831651883195,0.35367666666666664,Yes,Yes,Yes,Yes,Yes
476,Yes,(343.0)394.45,(15.4)17.72,(75.0)75.0,(9.7)11.10,436.963821,52.80890960940822,8.62661572830446,77.3,19.379325078326552,0.45480666666666636,Yes,Yes,Yes,Yes,Yes
477,Yes,(202.0)232.30,(9.4)10.86,(75.0)75.0,(1.1)1.26,253.95035999999996,48.094976656417174,0.9912835024255655,80.976,11.677625351212326,0.45926999999999996,Yes,Yes,Yes,Yes,Yes
478,Yes,(228.0)262.20,(14.9)17.10,(75.0)75.0,(1.1)1.32,282.814164,49.03002312321874,1.0560984208706792,80.652,18.09101502770987,0.4103999999999998,Yes,Yes,Yes,Yes,Yes
479,Yes,(219.0)251.85,(6.1)7.02,(75.0)75.0,(7.8)8.99,267.978474,48.56199819412186,7.314808188468315,80.328,8.847906865153337,0.5815299999999999,Yes,Yes,Yes,Yes,Yes
480,Yes,(376.0)432.40,(16.8)19.28,(75.0)75.0,(7.9)9.06,531.6185039999999,54.51200177969659,7.482337622088296,80.004,23.946092335540957,0.7126600000000002,Yes,Yes,Yes,Yes,Yes
481,Yes,(238.0)273.70,(6.4)7.34,(75.0)75.0,(8.7)9.99,332.512656,50.436163598879304,8.372131003602291,79.68,8.986505878997614,0.6637900000000001,Yes,Yes,Yes,Yes,Yes
482,Yes,(339.0)389.85,(3.6)4.14,(75.0)75.0,(8.8)10.14,467.93695499999995,53.40374689310707,8.61605755635339,79.356,4.99166134297659,0.6149200000000001,Yes,Yes,Yes,Yes,Yes
483,Yes,(209.0)240.35,(21.3)24.48,(75.0)75.0,(8.8)10.11,284.98780200000004,49.09652543613789,8.717190752688756,79.032,29.105055439045564,0.56605,Yes,Yes,Yes,Yes,Yes
484,Yes,(294.0)338.10,(9.8)11.29,(75.0)75.0,(2.7)3.12,395.962434,51.95307970434902,2.730047775357772,78.708,13.226076131467872,0.5171800000000002,Yes,Yes,Yes,Yes,Yes
485,Yes,(349.0)401.35,(19.3)22.20,(75.0)75.0,(6.6)7.57,464.18535599999996,53.33382870651212,6.7109686278284455,78.384,25.59819212877944,0.46831000000000006,Yes,Yes,Yes,Yes,Yes
486,Yes,(341.0)392.15,(14.8)17.00,(75.0)75.0,(5.8)6.63,447.827457,53.02221434663019,5.956120396635326,78.06,19.29562499333044,0.4194400000000002,Yes,Yes,Yes,Yes,Yes
487,Yes,(237.0)272.55,(20.4)23.43,(75.0)75.0,(4.8)5.50,307.27286999999995,49.75048433695769,5.010254048429255,77.736,26.183190922845505,0.3705699999999999,Yes,Yes,Yes,Yes,Yes
488,Yes,(310.0)356.50,(21.3)24.48,(75.0)75.0,(1.8)2.08,396.72033000000005,51.96968913076287,1.6043567886147727,77.412,26.91705733884221,0.47170000000000034,Yes,Yes,Yes,Yes,Yes
489,Yes,(232.0)266.80,(24.4)28.05,(75.0)75.0,(4.1)4.70,293.010432,49.3376616548217,3.6924493644211593,77.088,30.344575339978583,0.42283000000000015,Yes,Yes,Yes,Yes,Yes
490,Yes,(210.0)241.50,(20.6)23.74,(75.0)75.0,(6.2)7.15,261.70389,48.35620356192859,5.703655775727803,80.764,25.259749614520985,0.4272933333333335,Yes,Yes,Yes,Yes,Yes
491,Yes,(278.0)319.70,(15.7)18.08,(75.0)75.0,(6.8)7.87,341.784876,50.67505682509253,6.367177772677163,80.44,22.899834141019117,0.5984233333333331,Yes,Yes,Yes,Yes,Yes
492,Yes,(293.0)336.95,(16.4)18.89,(75.0)75.0,(4.1)4.69,355.31377499999996,51.01224089566452,3.8521381839873827,80.116,23.581155096931322,0.5495533333333331,Yes,Yes,Yes,Yes,Yes
493,Yes,(210.0)241.50,(1.6)1.87,(75.0)75.0,(4.0)4.62,294.61068,49.38496973003681,3.85284245272236,79.792,2.306927325750083,0.6806833333333338,Yes,Yes,Yes,Yes,Yes
494,Yes,(291.0)334.65,(23.3)26.79,(75.0)75.0,(8.8)10.12,403.367031,52.114007969755775,8.56214281730346,79.468,32.49421861607499,0.6318133333333333,Yes,Yes,Yes,Yes,Yes
495,Yes,(253.0)290.95,(20.9)24.04,(75.0)75.0,(6.9)7.98,346.451622,50.79285197865054,6.844235045235559,79.144,28.73104491209355,0.5829433333333336,Yes,Yes,Yes,Yes,Yes
496,Yes,(374.0)430.10,(7.4)8.53,(75.0)75.0,(0.6)0.68,505.87501799999995,54.08086465705302,0.588409883568814,78.82,10.043007890330596,0.5340733333333332,Yes,Yes,Yes,Yes,Yes
497,Yes,(263.0)302.45,(5.3)6.13,(75.0)75.0,(4.8)5.53,351.32592,50.914203843987764,4.875300607424148,78.496,7.106155500731875,0.48520333333333315,Yes,Yes,Yes,Yes,Yes
498,Yes,(370.0)425.50,(17.9)20.54,(75.0)75.0,(2.8)3.17,488.05701,53.769411099164806,2.838099012095738,78.172,23.45194180836264,0.43633333333333324,Yes,Yes,Yes,Yes,Yes
499,Yes,(226.0)259.90,(8.4)9.68,(75.0)75.0,(3.8)4.36,294.32115600000003,49.37642961194355,3.948675918874235,77.848,10.875143217533493,0.3874633333333335,Yes,Yes,Yes,Yes,Yes
500,Yes,(290.0)333.50,(9.2)10.53,(75.0)75.0,(3.4)3.96,372.80631000000005,51.42966508946447,3.639922983677524,77.524,11.64398804365663,0.3385933333333335,Yes,Yes,Yes,Yes,Yes
501,Yes,(399.0)458.85,(1.1)1.32,(75.0)75.0,(8.0)9.15,506.240028,54.08712963004551,7.146261579846981,77.2,1.4346286400318384,0.43972333333333335,Yes,Yes,Yes,Yes,Yes
502,Yes,(343.0)394.45,(21.9)25.16,(75.0)75.0,(3.2)3.66,429.43771499999997,52.65800366633202,2.898905616282703,80.876,26.925323420002194,0.4441866666666668,Yes,Yes,Yes,Yes,Yes
503,Yes,(304.0)349.60,(14.6)16.78,(75.0)75.0,(8.4)9.71,375.51235199999996,51.49248454276709,7.81962828987681,80.552,17.660094044745986,0.39531666666666687,Yes,Yes,Yes,Yes,Yes
504,Yes,(358.0)411.70,(10.6)12.21,(75.0)75.0,(8.6)9.89,436.2126180000001,52.79396447879746,8.08081885801518,80.228,15.320733448297464,0.5664466666666668,Yes,Yes,Yes,Yes,Yes
505,Yes,(391.0)449.65,(4.4)5.07,(75.0)75.0,(6.9)7.91,550.803264,54.81993010348381,6.56343305486294,79.904,6.265206479409287,0.6975766666666668,Yes,Yes,Yes,Yes,Yes
506,Yes,(239.0)274.85,(16.2)18.63,(75.0)75.0,(9.7)11.19,332.672943,50.44034960417303,9.415992078931108,79.58,22.703797440685197,0.6487066666666665,Yes,Yes,Yes,Yes,Yes
507,Yes,(260.0)299.00,(1.7)2.00,(75.0)75.0,(2.4)2.71,357.5442,51.06659474817122,2.3141855171200487,79.256,2.3976386933190605,0.5998366666666669,Yes,Yes,Yes,Yes,Yes
508,Yes,(241.0)277.15,(18.9)21.74,(75.0)75.0,(3.1)3.54,327.37512300000003,50.30091349209219,3.0621499290583167,78.932,25.728553577977966,0.5509666666666672,Yes,Yes,Yes,Yes,Yes
509,Yes,(245.0)281.75,(6.2)7.09,(75.0)75.0,(7.5)8.58,328.70082,50.33601575008585,7.536541177763293,78.608,8.260676458341973,0.5020966666666669,Yes,Yes,Yes,Yes,Yes
510,Yes,(305.0)350.75,(11.1)12.74,(75.0)75.0,(7.8)8.93,404.08504500000004,52.12945555405655,7.948012403389585,78.284,14.618432637844602,0.4532266666666668,Yes,Yes,Yes,Yes,Yes
511,Yes,(206.0)236.90,(9.2)10.56,(75.0)75.0,(3.3)3.77,269.46901199999996,48.610176600757015,3.400509003061299,77.96,11.929885657348395,0.4043566666666667,Yes,Yes,Yes,Yes,Yes
512,Yes,(245.0)281.75,(9.9)11.36,(75.0)75.0,(7.3)8.41,316.377075,50.00410013104457,7.693963955339576,77.636,12.636628010444316,0.3554866666666665,Yes,Yes,Yes,Yes,Yes
513,Yes,(388.0)446.20,(18.3)21.07,(75.0)75.0,(6.1)7.00,494.532384,53.88389472481165,5.439337455817604,77.312,23.050891819125507,0.45661666666666656,Yes,Yes,Yes,Yes,Yes
514,Yes,(285.0)327.75,(19.6)22.59,(75.0)75.0,(1.0)1.13,358.473285,51.08913591363867,0.8926646407823495,80.988,24.316589772768722,0.46107999999999993,Yes,Yes,Yes,Yes,Yes
515,Yes,(400.0)460.00,(14.6)16.82,(75.0)75.0,(4.5)5.14,496.4136,53.91687342285317,4.120555915765235,80.664,17.800638965639976,0.4122100000000004,Yes,Yes,Yes,Yes,Yes
516,Yes,(305.0)350.75,(3.0)3.49,(75.0)75.0,(9.1)10.51,373.40143500000005,51.44351965262455,8.550336500617828,80.34,4.406122081116949,0.5833400000000001,Yes,Yes,Yes,Yes,Yes
517,Yes,(371.0)426.65,(2.3)2.60,(75.0)75.0,(4.1)4.75,447.9825,53.02522098077191,3.920936232584351,80.016,3.2341343661985293,0.5344699999999999,Yes,Yes,Yes,Yes,Yes
518,Yes,(388.0)446.20,(4.8)5.49,(75.0)75.0,(4.9)5.63,542.3204039999999,54.68511888855823,4.71561146499195,79.69200000000001,6.731437962772064,0.6656,Yes,Yes,Yes,Yes,Yes
519,Yes,(263.0)302.45,(15.8)18.20,(75.0)75.0,(5.2)6.00,363.19405800000004,51.20277469351614,5.093964970798034,79.368,21.975677622284586,0.6167299999999998,Yes,Yes,Yes,Yes,Yes
520,Yes,(268.0)308.20,(17.2)19.75,(75.0)75.0,(3.8)4.37,365.60533200000003,51.260250417455325,3.7677617960537853,79.044,23.49405753244237,0.5678600000000004,Yes,Yes,Yes,Yes,Yes
521,Yes,(240.0)276.00,(7.5)8.66,(75.0)75.0,(0.7)0.75,323.38368,50.19436197715987,0.659747708728458,78.72,10.146620687674414,0.51899,Yes,Yes,Yes,Yes,Yes
522,Yes,(379.0)435.85,(16.9)19.42,(75.0)75.0,(7.9)9.13,504.32203499999997,54.05415887814777,8.086653260677922,78.396,22.4070050201528,0.4701199999999999,Yes,Yes,Yes,Yes,Yes
