spec,solution,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ugbw_mhz,output_pm_deg,output_ibias_ma,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass,target_reached,scalarized_value,preference,scalarization
711,2.0,270.0,20.406972906178872,75.0,4.95276897740799,375.209753,51.485482,33.085049,82.8,4.795892,1.146602,Yes,Yes,Yes,Yes,Yes,Yes,0.621262,"[0.0, 1.0, 0.0, 0.0]",cosine
711,3.0,270.0,20.406972906178872,75.0,4.95276897740799,442.469486,52.917667,31.440903,81.1016,4.578237,1.336445,Yes,Yes,Yes,Yes,Yes,Yes,0.081355,"[0.0, 0.0, 1.0, 0.0]",cosine
711,4.0,270.0,20.406972906178872,75.0,4.95276897740799,424.34172,52.554315,29.796757,87.4032,4.360582,1.316705,Yes,Yes,Yes,Yes,Yes,Yes,0.119567,"[0.0, 0.0, 0.0, 1.0]",cosine
711,5.0,270.0,20.406972906178872,75.0,4.95276897740799,406.213954,52.175097,28.152611,85.7048,4.142927,1.190298,Yes,Yes,Yes,Yes,Yes,Yes,0.625121,"[0.5, 0.5, 0.0, 0.0]",cosine
711,6.0,270.0,20.406972906178872,75.0,4.95276897740799,388.086187,51.778564,34.252911,84.0064,3.925272,1.443391,Yes,Yes,Yes,Yes,Yes,Yes,0.394171,"[0.5, 0.0, 0.5, 0.0]",cosine
711,7.0,270.0,20.406972906178872,75.0,4.95276897740799,369.958421,51.363058,32.608765,82.308,4.73284,1.109984,Yes,Yes,Yes,Yes,Yes,Yes,0.293182,"[0.5, 0.0, 0.0, 0.5]",cosine
711,8.0,270.0,20.406972906178872,75.0,4.95276897740799,437.218155,52.813964,30.964619,80.6096,4.515185,1.299827,Yes,Yes,Yes,Yes,Yes,Yes,0.418713,"[0.0, 0.5, 0.5, 0.0]",cosine
711,9.0,270.0,20.406972906178872,75.0,4.95276897740799,419.090389,52.446154,29.320473,86.9112,4.297531,1.280087,Yes,Yes,Yes,Yes,Yes,Yes,0.402403,"[0.0, 0.5, 0.0, 0.5]",cosine
711,10.0,270.0,20.406972906178872,75.0,4.95276897740799,400.962623,52.062078,27.676327,85.2128,4.079876,1.15368,Yes,Yes,Yes,Yes,Yes,Yes,0.22091,"[0.0, 0.0, 0.5, 0.5]",cosine
712,1.0,396.0,12.256374520774065,75.0,7.526144264380767,550.833624,54.820409,19.890329,82.8336,7.294299,1.149103,Yes,Yes,Yes,Yes,Yes,Yes,0.390994,"[1.0, 0.0, 0.0, 0.0]",cosine
712,2.0,396.0,12.256374520774065,75.0,7.526144264380767,649.481233,56.251332,18.902859,81.1352,6.963554,1.338946,Yes,Yes,Yes,Yes,Yes,Yes,0.542288,"[0.0, 1.0, 0.0, 0.0]",cosine
712,3.0,396.0,12.256374520774065,75.0,7.526144264380767,622.893843,55.888281,17.91539,87.4368,6.63281,1.319206,Yes,Yes,Yes,Yes,Yes,Yes,0.165824,"[0.0, 0.0, 1.0, 0.0]",cosine
712,4.0,396.0,12.256374520774065,75.0,7.526144264380767,596.306452,55.50939,16.92792,85.7384,6.302065,1.192799,Yes,Yes,Yes,Yes,Yes,Yes,0.162644,"[0.0, 0.0, 0.0, 1.0]",cosine
712,5.0,396.0,12.256374520774065,75.0,7.526144264380767,569.719062,55.113215,20.591744,84.04,5.97132,1.445892,Yes,Yes,Yes,Yes,Yes,Yes,0.791089,"[0.5, 0.5, 0.0, 0.0]",cosine
712,6.0,396.0,12.256374520774065,75.0,7.526144264380767,543.131672,54.698103,19.604275,82.3416,7.198488,1.112485,Yes,Yes,Yes,Yes,Yes,Yes,0.331939,"[0.5, 0.0, 0.5, 0.0]",cosine
712,7.0,396.0,12.256374520774065,75.0,7.526144264380767,641.779281,56.147714,18.616805,80.6432,6.867743,1.302328,Yes,Yes,Yes,Yes,Yes,Yes,0.500728,"[0.5, 0.0, 0.0, 0.5]",cosine
712,8.0,396.0,12.256374520774065,75.0,7.526144264380767,615.19189,55.780212,17.629335,86.9448,6.536998,1.282588,Yes,Yes,Yes,Yes,Yes,Yes,0.422599,"[0.0, 0.5, 0.5, 0.0]",cosine
712,9.0,396.0,12.256374520774065,75.0,7.526144264380767,588.6045,55.396472,16.641865,85.2464,6.206253,1.156181,Yes,Yes,Yes,Yes,Yes,Yes,0.37702,"[0.0, 0.5, 0.0, 0.5]",cosine
712,10.0,396.0,12.256374520774065,75.0,7.526144264380767,562.01711,54.994991,20.30569,83.548,5.875509,1.409274,Yes,Yes,Yes,Yes,Yes,Yes,0.235674,"[0.0, 0.0, 0.5, 0.5]",cosine
713,1.0,399.0,21.04272142541697,75.0,1.7323467380258069,654.931518,56.323918,32.487477,81.1688,1.604357,1.341447,Yes,Yes,Yes,Yes,Yes,Yes,0.641432,"[1.0, 0.0, 0.0, 0.0]",cosine
713,2.0,399.0,21.04272142541697,75.0,1.7323467380258069,628.142708,55.961166,30.79211,87.4704,1.528228,1.321706,Yes,Yes,Yes,Yes,Yes,Yes,0.463314,"[0.0, 1.0, 0.0, 0.0]",cosine
713,3.0,399.0,21.04272142541697,75.0,1.7323467380258069,601.353897,55.582603,29.096743,85.772,1.452098,1.1953,Yes,Yes,Yes,Yes,Yes,Yes,0.143627,"[0.0, 0.0, 1.0, 0.0]",cosine
713,4.0,399.0,21.04272142541697,75.0,1.7323467380258069,574.565087,55.186785,35.387089,84.0736,1.375968,1.448393,Yes,Yes,Yes,Yes,Yes,Yes,0.20572,"[0.0, 0.0, 0.0, 1.0]",cosine
713,5.0,399.0,21.04272142541697,75.0,1.7323467380258069,547.776277,54.772064,33.691722,82.3752,1.658434,1.114986,Yes,Yes,Yes,Yes,Yes,Yes,0.68871,"[0.5, 0.5, 0.0, 0.0]",cosine
713,6.0,399.0,21.04272142541697,75.0,1.7323467380258069,647.171217,56.220384,31.996355,80.6768,1.582304,1.304829,Yes,Yes,Yes,Yes,Yes,Yes,0.49333,"[0.5, 0.0, 0.5, 0.0]",cosine
713,7.0,399.0,21.04272142541697,75.0,1.7323467380258069,620.382407,55.853189,30.300989,86.9784,1.506174,1.285089,Yes,Yes,Yes,Yes,Yes,Yes,0.484652,"[0.5, 0.0, 0.0, 0.5]",cosine
713,8.0,399.0,21.04272142541697,75.0,1.7323467380258069,593.593597,55.469784,28.605622,85.28,1.430044,1.158682,Yes,Yes,Yes,Yes,Yes,Yes,0.35106,"[0.0, 0.5, 0.5, 0.0]",cosine
713,9.0,399.0,21.04272142541697,75.0,1.7323467380258069,566.804787,55.06867,34.895968,83.5816,1.353914,1.411775,Yes,Yes,Yes,Yes,Yes,Yes,0.619984,"[0.0, 0.5, 0.0, 0.5]",cosine
713,10.0,399.0,21.04272142541697,75.0,1.7323467380258069,540.015977,54.648132,33.200601,81.8832,1.63638,1.078368,Yes,Yes,Yes,Yes,Yes,Yes,0.104067,"[0.0, 0.0, 0.5, 0.5]",cosine
714,1.0,333.0,9.828182997400788,75.0,9.07825293831701,524.68171,54.397919,14.397383,87.504,8.016472,1.324207,Yes,Yes,Yes,Yes,Yes,Yes,0.575621,"[1.0, 0.0, 0.0, 0.0]",cosine
714,2.0,333.0,9.828182997400788,75.0,9.07825293831701,502.324131,54.019681,13.605548,85.8056,7.617518,1.197801,Yes,Yes,Yes,Yes,Yes,Yes,0.38434,"[0.0, 1.0, 0.0, 0.0]",cosine
714,3.0,333.0,9.828182997400788,75.0,9.07825293831701,479.966553,53.624219,16.543508,84.1072,7.218565,1.450893,Yes,Yes,Yes,Yes,Yes,Yes,0.121429,"[0.0, 0.0, 1.0, 0.0]",cosine
714,4.0,333.0,9.828182997400788,75.0,9.07825293831701,457.608975,53.209891,15.751672,82.4088,8.698809,1.117487,Yes,Yes,Yes,Yes,Yes,Yes,0.041797,"[0.0, 0.0, 0.0, 1.0]",cosine
714,5.0,333.0,9.828182997400788,75.0,9.07825293831701,540.562646,54.656921,14.959837,80.7104,8.299855,1.30733,Yes,Yes,Yes,Yes,Yes,Yes,0.809954,"[0.5, 0.5, 0.0, 0.0]",cosine
714,6.0,333.0,9.828182997400788,75.0,9.07825293831701,518.205068,54.290033,14.168001,87.012,7.900902,1.287589,Yes,Yes,Yes,Yes,Yes,Yes,0.506523,"[0.5, 0.0, 0.5, 0.0]",cosine
714,7.0,333.0,9.828182997400788,75.0,9.07825293831701,495.847489,53.906962,13.376165,85.3136,7.501948,1.161182,Yes,Yes,Yes,Yes,Yes,Yes,0.468576,"[0.5, 0.0, 0.0, 0.5]",cosine
714,8.0,333.0,9.828182997400788,75.0,9.07825293831701,473.489911,53.506215,16.314125,83.6152,7.102994,1.414275,Yes,Yes,Yes,Yes,Yes,Yes,0.547868,"[0.0, 0.5, 0.5, 0.0]",cosine
714,9.0,333.0,9.828182997400788,75.0,9.07825293831701,451.132333,53.086079,15.52229,81.9168,8.583239,1.080868,Yes,Yes,Yes,Yes,Yes,Yes,0.44823,"[0.0, 0.5, 0.0, 0.5]",cosine
714,10.0,333.0,9.828182997400788,75.0,9.07825293831701,534.086004,54.552224,14.730454,80.2184,8.184285,1.270711,Yes,Yes,Yes,Yes,Yes,Yes,0.118831,"[0.0, 0.0, 0.5, 0.5]",cosine
715,1.0,324.0,23.73112408585895,75.0,8.138882336717675,489.178157,53.789341,32.889772,85.8392,6.836373,1.200301,Yes,Yes,Yes,Yes,Yes,Yes,0.509809,"[1.0, 0.0, 0.0, 0.0]",cosine
715,2.0,324.0,23.73112408585895,75.0,8.138882336717675,467.424837,53.394236,39.983768,84.1408,6.478701,1.453394,Yes,Yes,Yes,Yes,Yes,Yes,0.684866,"[0.0, 1.0, 0.0, 0.0]",cosine
715,3.0,324.0,23.73112408585895,75.0,8.138882336717675,445.671517,52.980298,38.071802,82.4424,7.805777,1.119987,Yes,Yes,Yes,Yes,Yes,Yes,0.099232,"[0.0, 0.0, 1.0, 0.0]",cosine
715,4.0,324.0,23.73112408585895,75.0,8.138882336717675,526.383198,54.42604,36.159836,80.744,7.448105,1.30983,Yes,Yes,Yes,Yes,Yes,Yes,0.084874,"[0.0, 0.0, 0.0, 1.0]",cosine
715,5.0,324.0,23.73112408585895,75.0,8.138882336717675,504.629879,54.059459,34.247871,87.0456,7.090433,1.29009,Yes,Yes,Yes,Yes,Yes,Yes,0.707575,"[0.5, 0.5, 0.0, 0.0]",cosine
715,6.0,324.0,23.73112408585895,75.0,8.138882336717675,482.876559,53.676722,32.335905,85.3472,6.732761,1.163683,Yes,Yes,Yes,Yes,Yes,Yes,0.444291,"[0.5, 0.0, 0.5, 0.0]",cosine
715,7.0,324.0,23.73112408585895,75.0,8.138882336717675,461.12324,53.27634,39.429901,83.6488,6.375089,1.416776,Yes,Yes,Yes,Yes,Yes,Yes,0.4525,"[0.5, 0.0, 0.0, 0.5]",cosine
715,8.0,324.0,23.73112408585895,75.0,8.138882336717675,439.36992,52.856606,37.517935,81.9504,7.702165,1.083369,Yes,Yes,Yes,Yes,Yes,Yes,0.476329,"[0.0, 0.5, 0.5, 0.0]",cosine
715,9.0,324.0,23.73112408585895,75.0,8.138882336717675,520.081601,54.32143,35.60597,80.252,7.344493,1.273212,Yes,Yes,Yes,Yes,Yes,Yes,0.422847,"[0.0, 0.5, 0.0, 0.5]",cosine
715,10.0,324.0,23.73112408585895,75.0,8.138882336717675,498.328281,53.950311,33.694004,86.5536,6.986821,1.253472,Yes,Yes,Yes,Yes,Yes,Yes,0.20902,"[0.0, 0.0, 0.5, 0.5]",cosine
716,1.0,360.0,24.62655504475785,75.0,0.2893348579208622,519.8391,54.317379,41.531701,84.1744,0.230567,1.455897,Yes,Yes,Yes,Yes,Yes,Yes,0.443998,"[1.0, 0.0, 0.0, 0.0]",cosine
716,2.0,360.0,24.62655504475785,75.0,0.2893348579208622,495.668745,53.903831,39.547593,82.476,0.277745,1.122487,Yes,Yes,Yes,Yes,Yes,Yes,0.605892,"[0.0, 1.0, 0.0, 0.0]",cosine
716,3.0,360.0,24.62655504475785,75.0,0.2893348579208622,585.34839,55.348289,37.563484,80.7776,0.265029,1.312333,Yes,Yes,Yes,Yes,Yes,Yes,0.077035,"[0.0, 0.0, 1.0, 0.0]",cosine
716,4.0,360.0,24.62655504475785,75.0,0.2893348579208622,561.178035,54.982013,35.579375,87.0792,0.252314,1.292592,Yes,Yes,Yes,Yes,Yes,Yes,0.127952,"[0.0, 0.0, 0.0, 1.0]",cosine
716,5.0,360.0,24.62655504475785,75.0,0.2893348579208622,537.00768,54.59961,33.595267,85.3808,0.239599,1.166185,Yes,Yes,Yes,Yes,Yes,Yes,0.605196,"[0.5, 0.5, 0.0, 0.0]",cosine
716,6.0,360.0,24.62655504475785,75.0,0.2893348579208622,512.837325,54.199593,40.956936,83.6824,0.226884,1.419277,Yes,Yes,Yes,Yes,Yes,Yes,0.382059,"[0.5, 0.0, 0.5, 0.0]",cosine
716,7.0,360.0,24.62655504475785,75.0,0.2893348579208622,488.66697,53.78026,38.972827,81.984,0.274061,1.085871,Yes,Yes,Yes,Yes,Yes,Yes,0.290054,"[0.5, 0.0, 0.0, 0.5]",cosine
716,8.0,360.0,24.62655504475785,75.0,0.2893348579208622,578.346615,55.243764,36.988719,80.2856,0.261346,1.275713,Yes,Yes,Yes,Yes,Yes,Yes,0.40479,"[0.0, 0.5, 0.5, 0.0]",cosine
716,9.0,360.0,24.62655504475785,75.0,0.2893348579208622,554.17626,54.872958,35.00461,86.5872,0.248631,1.255973,Yes,Yes,Yes,Yes,Yes,Yes,0.397463,"[0.0, 0.5, 0.0, 0.5]",cosine
716,10.0,360.0,24.62655504475785,75.0,0.2893348579208622,530.005905,54.485614,33.020502,84.8888,0.235916,1.129565,Yes,Yes,Yes,Yes,Yes,Yes,0.223783,"[0.0, 0.0, 0.5, 0.5]",cosine
717,1.0,261.0,12.08031948258374,75.0,2.3207814969045764,359.706513,51.118966,19.418946,82.5096,2.229833,1.124989,Yes,Yes,Yes,Yes,Yes,Yes,0.378186,"[1.0, 0.0, 0.0, 0.0]",cosine
717,2.0,261.0,12.08031948258374,75.0,2.3207814969045764,424.724256,52.562141,18.44566,80.8112,2.127844,1.314832,Yes,Yes,Yes,Yes,Yes,Yes,0.526918,"[0.0, 1.0, 0.0, 0.0]",cosine
717,3.0,261.0,12.08031948258374,75.0,2.3207814969045764,407.200749,52.196171,17.472375,87.1128,2.025854,1.295092,Yes,Yes,Yes,Yes,Yes,Yes,0.161504,"[0.0, 0.0, 1.0, 0.0]",cosine
717,4.0,261.0,12.08031948258374,75.0,2.3207814969045764,389.677241,51.814101,16.49909,85.4144,1.923865,1.168685,Yes,Yes,Yes,Yes,Yes,Yes,0.171027,"[0.0, 0.0, 0.0, 1.0]",cosine
717,5.0,261.0,12.08031948258374,75.0,2.3207814969045764,372.153734,51.414448,20.110285,83.716,1.821876,1.421777,Yes,Yes,Yes,Yes,Yes,Yes,0.771164,"[0.5, 0.5, 0.0, 0.0]",cosine
717,6.0,261.0,12.08031948258374,75.0,2.3207814969045764,354.630227,50.995515,19.137,82.0176,2.200288,1.088371,Yes,Yes,Yes,Yes,Yes,Yes,0.319828,"[0.5, 0.0, 0.5, 0.0]",cosine
717,7.0,261.0,12.08031948258374,75.0,2.3207814969045764,419.647969,52.457703,18.163715,80.3192,2.098299,1.278214,Yes,Yes,Yes,Yes,Yes,Yes,0.4976,"[0.5, 0.0, 0.0, 0.5]",cosine
717,8.0,261.0,12.08031948258374,75.0,2.3207814969045764,402.124462,52.08721,17.190429,86.6208,1.99631,1.258473,Yes,Yes,Yes,Yes,Yes,Yes,0.408676,"[0.0, 0.5, 0.5, 0.0]",cosine
717,9.0,261.0,12.08031948258374,75.0,2.3207814969045764,384.600954,51.700207,16.217144,84.9224,1.89432,1.132067,Yes,Yes,Yes,Yes,Yes,Yes,0.37208,"[0.0, 0.5, 0.0, 0.5]",cosine
717,10.0,261.0,12.08031948258374,75.0,2.3207814969045764,367.077447,51.295154,19.82834,83.224,2.272733,1.178159,Yes,Yes,Yes,Yes,Yes,Yes,0.092176,"[0.0, 0.0, 0.5, 0.5]",cosine
718,1.0,270.0,7.76252158489061,75.0,9.850307292483278,439.728547,52.863693,11.865109,80.8448,9.039967,1.317333,Yes,Yes,Yes,Yes,Yes,Yes,0.628624,"[1.0, 0.0, 0.0, 0.0]",cosine
718,2.0,270.0,7.76252158489061,75.0,9.850307292483278,421.600781,52.498028,11.239699,87.1464,8.607084,1.297592,Yes,Yes,Yes,Yes,Yes,Yes,0.447944,"[0.0, 1.0, 0.0, 0.0]",cosine
718,3.0,270.0,7.76252158489061,75.0,9.850307292483278,403.473015,52.11629,10.614289,85.448,8.174202,1.171185,Yes,Yes,Yes,Yes,Yes,Yes,0.139307,"[0.0, 0.0, 1.0, 0.0]",cosine
718,4.0,270.0,7.76252158489061,75.0,9.850307292483278,385.345249,51.717,12.934756,83.7496,7.741319,1.424278,Yes,Yes,Yes,Yes,Yes,Yes,0.214104,"[0.0, 0.0, 0.0, 1.0]",cosine
718,5.0,270.0,7.76252158489061,75.0,9.850307292483278,367.217483,51.298467,12.309347,82.0512,9.34745,1.090871,Yes,Yes,Yes,Yes,Yes,Yes,0.668786,"[0.5, 0.5, 0.0, 0.0]",cosine
718,6.0,270.0,7.76252158489061,75.0,9.850307292483278,434.477216,52.75934,11.683937,80.3528,8.914568,1.280714,Yes,Yes,Yes,Yes,Yes,Yes,0.481218,"[0.5, 0.0, 0.5, 0.0]",cosine
718,7.0,270.0,7.76252158489061,75.0,9.850307292483278,416.34945,52.38916,11.058527,86.6544,8.481685,1.260974,Yes,Yes,Yes,Yes,Yes,Yes,0.481524,"[0.5, 0.0, 0.0, 0.5]",cosine
718,8.0,270.0,7.76252158489061,75.0,9.850307292483278,398.221684,52.002498,10.433118,84.956,8.048802,1.134567,Yes,Yes,Yes,Yes,Yes,Yes,0.337137,"[0.0, 0.5, 0.5, 0.0]",cosine
718,9.0,270.0,7.76252158489061,75.0,9.850307292483278,380.093918,51.597818,12.753585,83.2576,9.654933,1.18066,Yes,Yes,Yes,Yes,Yes,Yes,0.468673,"[0.0, 0.5, 0.0, 0.5]",cosine
718,10.0,270.0,7.76252158489061,75.0,9.850307292483278,361.966151,51.173359,12.128175,81.5592,9.222051,1.054253,Yes,Yes,Yes,Yes,Yes,Yes,0.10694,"[0.0, 0.0, 0.5, 0.5]",cosine
719,1.0,312.0,10.164938420577052,75.0,2.190783268715132,487.597539,53.76123,14.734467,87.18,1.916186,1.300093,Yes,Yes,Yes,Yes,Yes,Yes,0.562813,"[1.0, 0.0, 0.0, 0.0]",cosine
719,2.0,312.0,10.164938420577052,75.0,2.190783268715132,466.649898,53.379824,13.915499,85.4816,1.819909,1.173686,Yes,Yes,Yes,Yes,Yes,Yes,0.36897,"[0.0, 1.0, 0.0, 0.0]",cosine
719,3.0,312.0,10.164938420577052,75.0,2.190783268715132,445.702257,52.980897,16.954126,83.7832,1.723633,1.426779,Yes,Yes,Yes,Yes,Yes,Yes,0.117109,"[0.0, 0.0, 1.0, 0.0]",cosine
719,4.0,312.0,10.164938420577052,75.0,2.190783268715132,424.754616,52.562762,16.135159,82.0848,2.080849,1.093372,Yes,Yes,Yes,Yes,Yes,Yes,0.05018,"[0.0, 0.0, 0.0, 1.0]",cosine
719,5.0,312.0,10.164938420577052,75.0,2.190783268715132,502.476975,54.022323,15.316192,80.3864,1.984572,1.283215,Yes,Yes,Yes,Yes,Yes,Yes,0.790029,"[0.5, 0.5, 0.0, 0.0]",cosine
719,6.0,312.0,10.164938420577052,75.0,2.190783268715132,481.529334,53.652455,14.497225,86.688,1.888296,1.263475,Yes,Yes,Yes,Yes,Yes,Yes,0.494411,"[0.5, 0.0, 0.5, 0.0]",cosine
719,7.0,312.0,10.164938420577052,75.0,2.190783268715132,460.581693,53.266133,13.678257,84.9896,1.79202,1.137068,Yes,Yes,Yes,Yes,Yes,Yes,0.465447,"[0.5, 0.0, 0.0, 0.5]",cosine
719,8.0,312.0,10.164938420577052,75.0,2.190783268715132,439.634052,52.861826,16.716884,83.2912,2.149235,1.183161,Yes,Yes,Yes,Yes,Yes,Yes,0.533945,"[0.0, 0.5, 0.5, 0.0]",cosine
719,9.0,312.0,10.164938420577052,75.0,2.190783268715132,418.686411,52.437777,15.897917,81.5928,2.052959,1.056754,Yes,Yes,Yes,Yes,Yes,Yes,0.44329,"[0.0, 0.5, 0.0, 0.5]",cosine
719,10.0,312.0,10.164938420577052,75.0,2.190783268715132,496.40877,53.916789,15.07895,87.8944,1.956683,1.353264,Yes,Yes,Yes,Yes,Yes,Yes,0.197129,"[0.0, 0.0, 0.5, 0.5]",cosine
720,1.0,219.0,13.659034923075584,75.0,0.3169413934495972,327.843219,50.313324,18.720585,85.5152,0.263562,1.176188,Yes,Yes,Yes,Yes,Yes,Yes,0.497001,"[1.0, 0.0, 0.0, 0.0]",cosine
720,2.0,219.0,13.659034923075584,75.0,0.3169413934495972,313.139586,49.914759,22.80371,83.8168,0.249634,1.42928,Yes,Yes,Yes,Yes,Yes,Yes,0.669496,"[0.0, 1.0, 0.0, 0.0]",cosine
720,3.0,219.0,13.659034923075584,75.0,0.3169413934495972,298.435954,49.497023,21.703231,82.1184,0.301313,1.095872,Yes,Yes,Yes,Yes,Yes,Yes,0.094912,"[0.0, 0.0, 1.0, 0.0]",cosine
720,4.0,219.0,13.659034923075584,75.0,0.3169413934495972,352.991071,50.955274,20.602751,80.42,0.287384,1.285717,Yes,Yes,Yes,Yes,Yes,Yes,0.093258,"[0.0, 0.0, 0.0, 1.0]",cosine
720,5.0,219.0,13.659034923075584,75.0,0.3169413934495972,338.287439,50.585717,19.502272,86.7216,0.273456,1.265976,Yes,Yes,Yes,Yes,Yes,Yes,0.68765,"[0.5, 0.5, 0.0, 0.0]",cosine
720,6.0,219.0,13.659034923075584,75.0,0.3169413934495972,323.583806,50.199736,18.401793,85.0232,0.259528,1.139568,Yes,Yes,Yes,Yes,Yes,Yes,0.43218,"[0.5, 0.0, 0.5, 0.0]",cosine
720,7.0,219.0,13.659034923075584,75.0,0.3169413934495972,308.880173,49.795801,22.484918,83.3248,0.311206,1.185662,Yes,Yes,Yes,Yes,Yes,Yes,0.303001,"[0.5, 0.0, 0.0, 0.5]",cosine
720,8.0,219.0,13.659034923075584,75.0,0.3169413934495972,294.176541,49.372161,21.384439,81.6264,0.297278,1.059254,Yes,Yes,Yes,Yes,Yes,Yes,0.462406,"[0.0, 0.5, 0.5, 0.0]",cosine
720,9.0,219.0,13.659034923075584,75.0,0.3169413934495972,348.731658,50.849827,20.28396,87.928,0.28335,1.355763,Yes,Yes,Yes,Yes,Yes,Yes,0.417906,"[0.0, 0.5, 0.0, 0.5]",cosine
720,10.0,219.0,13.659034923075584,75.0,0.3169413934495972,334.028025,50.475658,19.183481,86.2296,0.269421,1.229358,Yes,Yes,Yes,Yes,Yes,Yes,0.211893,"[0.0, 0.0, 0.5, 0.5]",cosine
721,1.0,382.0,24.190435676942737,75.0,5.095872190393128,546.714341,54.755209,40.424402,83.8504,4.018118,1.431781,Yes,Yes,Yes,Yes,Yes,Yes,0.431189,"[1.0, 0.0, 0.0, 0.0]",cosine
721,2.0,382.0,24.190435676942737,75.0,5.095872190393128,521.066909,54.33787,38.475431,82.152,4.849019,1.098374,Yes,Yes,Yes,Yes,Yes,Yes,0.590522,"[0.0, 1.0, 0.0, 0.0]",cosine
721,3.0,382.0,24.190435676942737,75.0,5.095872190393128,616.226977,55.794814,36.52646,80.4536,4.625076,1.288217,Yes,Yes,Yes,Yes,Yes,Yes,0.072715,"[0.0, 0.0, 1.0, 0.0]",cosine
721,4.0,382.0,24.190435676942737,75.0,5.095872190393128,590.579544,55.425568,34.577488,86.7552,4.401132,1.268476,Yes,Yes,Yes,Yes,Yes,Yes,0.136334,"[0.0, 0.0, 0.0, 1.0]",cosine
721,5.0,382.0,24.190435676942737,75.0,5.095872190393128,564.932112,55.039925,32.628517,85.0568,4.177188,1.14207,Yes,Yes,Yes,Yes,Yes,Yes,0.585271,"[0.5, 0.5, 0.0, 0.0]",cosine
721,6.0,382.0,24.190435676942737,75.0,5.095872190393128,539.28468,54.636362,39.859816,83.3584,5.00809,1.188163,Yes,Yes,Yes,Yes,Yes,Yes,0.369948,"[0.5, 0.0, 0.5, 0.0]",cosine
721,7.0,382.0,24.190435676942737,75.0,5.095872190393128,513.637248,54.21313,37.910844,81.66,4.784146,1.061756,Yes,Yes,Yes,Yes,Yes,Yes,0.286924,"[0.5, 0.0, 0.0, 0.5]",cosine
721,8.0,382.0,24.190435676942737,75.0,5.095872190393128,608.797315,55.689455,35.961873,87.9616,4.560203,1.358265,Yes,Yes,Yes,Yes,Yes,Yes,0.466292,"[0.0, 0.5, 0.5, 0.0]",cosine
721,9.0,382.0,24.190435676942737,75.0,5.095872190393128,583.149883,55.315604,34.012902,86.2632,4.336259,1.231858,Yes,Yes,Yes,Yes,Yes,Yes,0.392523,"[0.0, 0.5, 0.0, 0.5]",cosine
721,10.0,382.0,24.190435676942737,75.0,5.095872190393128,557.502451,54.924936,41.244201,84.5648,4.112315,1.484951,Yes,Yes,Yes,Yes,Yes,Yes,0.226657,"[0.0, 0.0, 0.5, 0.5]",cosine
722,1.0,273.0,20.60538974994976,75.0,1.3193036193345131,372.748126,51.428309,32.806178,82.1856,1.256541,1.100875,Yes,Yes,Yes,Yes,Yes,Yes,0.365378,"[1.0, 0.0, 0.0, 0.0]",cosine
722,2.0,273.0,20.60538974994976,75.0,1.3193036193345131,440.75519,52.883949,31.146046,80.4872,1.198563,1.290717,Yes,Yes,Yes,Yes,Yes,Yes,0.511549,"[0.0, 1.0, 0.0, 0.0]",cosine
722,3.0,273.0,20.60538974994976,75.0,1.3193036193345131,422.426004,52.515013,29.485914,86.7888,1.140585,1.270977,Yes,Yes,Yes,Yes,Yes,Yes,0.157184,"[0.0, 0.0, 1.0, 0.0]",cosine
722,4.0,273.0,20.60538974994976,75.0,1.3193036193345131,404.096818,52.129709,27.825782,85.0904,1.082607,1.14457,Yes,Yes,Yes,Yes,Yes,Yes,0.17941,"[0.0, 0.0, 0.0, 1.0]",cosine
722,5.0,273.0,20.60538974994976,75.0,1.3193036193345131,385.767632,51.726516,33.985396,83.392,1.024628,1.397663,Yes,Yes,Yes,Yes,Yes,Yes,0.75124,"[0.5, 0.5, 0.0, 0.0]",cosine
722,6.0,273.0,20.60538974994976,75.0,1.3193036193345131,367.438446,51.303692,32.325264,81.6936,1.239746,1.064256,Yes,Yes,Yes,Yes,Yes,Yes,0.307716,"[0.5, 0.0, 0.5, 0.0]",cosine
722,7.0,273.0,20.60538974994976,75.0,1.3193036193345131,374.086338,51.459437,22.747213,83.3986,1.282035,0.614454,Yes,Yes,Yes,Yes,Yes,Yes,0.281802,"[0.5, 0.0, 0.0, 0.5]",cosine
722,8.0,273.0,20.60538974994976,75.0,1.3193036193345131,417.116325,52.405144,29.005,86.2968,1.123789,1.234359,Yes,Yes,Yes,Yes,Yes,Yes,0.394753,"[0.0, 0.5, 0.5, 0.0]",cosine
722,9.0,273.0,20.60538974994976,75.0,1.3193036193345131,398.787139,52.014823,35.164613,84.5984,1.065811,1.487452,Yes,Yes,Yes,Yes,Yes,Yes,0.635487,"[0.0, 0.5, 0.0, 0.5]",cosine
722,10.0,273.0,20.60538974994976,75.0,1.3193036193345131,380.457953,51.606133,33.504481,82.9,1.280929,1.154045,Yes,Yes,Yes,Yes,Yes,Yes,0.09505,"[0.0, 0.0, 0.5, 0.5]",cosine
723,1.0,260.0,20.23022137963714,75.0,7.139989891948921,420.112193,52.467306,30.611206,80.5208,6.492757,1.293218,Yes,Yes,Yes,Yes,Yes,Yes,0.615816,"[1.0, 0.0, 0.0, 0.0]",cosine
